CUSTOMER_ID,AGE_GROUP,GENDER,INCOME_BRACKET,OCCUPATION,EDUCATION_LEVEL,CITY,STATE,OWNERSHIP_DURATION_MONTHS,FIRST_TIME_BUYER
2862,18-25,Other,<5L,Freelancer,Graduate,Hyderabad,Tamil Nadu,28,No
2863,55+,Other,5-10L,Business Owner,Doctorate,Chennai,Delhi,48,Yes
2864,55+,Male,10-20L,Business Owner,Post-Graduate,Mumbai,Karnataka,50,No
2865,36-45,Male,5-10L,Retired,High School,Delhi,Telangana,9,No
2866,46-55,Female,<5L,Student,Post-Graduate,Mumbai,Maharashtra,5,No
2867,46-55,Female,>50L,Retired,High School,Mumbai,Gujarat,60,Yes
2868,55+,Female,>50L,Business Owner,Graduate,Delhi,Uttar Pradesh,2,No
2869,36-45,Female,<5L,Freelancer,Graduate,Delhi,Telangana,17,No
2870,55+,Female,5-10L,Student,Doctorate,Bangalore,Rajasthan,22,No
2871,46-55,Other,5-10L,Salaried,High School,Bangalore,Telangana,47,No
2872,55+,Other,10-20L,Professional,Doctorate,Mumbai,Telangana,18,Yes
2873,36-45,Female,<5L,Student,High School,Hyderabad,Rajasthan,8,No
2874,36-45,Other,5-10L,Freelancer,Post-Graduate,Delhi,Tamil Nadu,1,Yes
2875,46-55,Female,20-50L,Business Owner,High School,Bangalore,Gujarat,28,Yes
2876,36-45,Male,10-20L,Student,High School,Delhi,Punjab,15,Yes
2877,46-55,Male,>50L,Professional,High School,Hyderabad,Punjab,10,No
2878,46-55,Other,<5L,Freelancer,Doctorate,Delhi,Punjab,50,No
2879,18-25,Other,>50L,Business Owner,High School,Hyderabad,Karnataka,14,No
2880,26-35,Female,10-20L,Freelancer,Doctorate,Mumbai,Maharashtra,53,Yes
2881,36-45,Other,>50L,Freelancer,High School,Bangalore,Gujarat,35,Yes
2882,55+,Male,10-20L,Student,Doctorate,Bangalore,West Bengal,15,Yes
2883,36-45,Female,>50L,Salaried,Graduate,Chennai,Punjab,43,Yes
2884,18-25,Other,10-20L,Salaried,Post-Graduate,Mumbai,Punjab,53,No
2885,18-25,Other,10-20L,Professional,Doctorate,Delhi,Uttar Pradesh,33,No
2886,26-35,Female,<5L,Salaried,Doctorate,Delhi,West Bengal,38,Yes
2887,36-45,Male,10-20L,Student,High School,Bangalore,Maharashtra,2,No
2888,26-35,Other,10-20L,Freelancer,Post-Graduate,Hyderabad,Punjab,33,No
2889,26-35,Male,20-50L,Business Owner,Post-Graduate,Chennai,Karnataka,46,Yes
2890,26-35,Male,20-50L,Business Owner,Doctorate,Bangalore,Karnataka,49,Yes
2891,36-45,Female,>50L,Professional,Graduate,Mumbai,West Bengal,43,No
2892,55+,Male,>50L,Business Owner,High School,Hyderabad,Karnataka,42,No
2893,55+,Male,<5L,Student,High School,Chennai,Tamil Nadu,46,No
2894,26-35,Male,>50L,Retired,Doctorate,Mumbai,Rajasthan,39,No
2895,46-55,Other,20-50L,Retired,High School,Bangalore,Karnataka,54,Yes
2896,18-25,Male,20-50L,Professional,Graduate,Bangalore,Maharashtra,28,No
2897,18-25,Female,5-10L,Retired,Graduate,Mumbai,Uttar Pradesh,35,No
2898,26-35,Female,>50L,Student,Doctorate,Bangalore,Rajasthan,20,No
2899,26-35,Other,10-20L,Business Owner,Doctorate,Chennai,Uttar Pradesh,1,No
2900,26-35,Female,<5L,Retired,High School,Bangalore,Rajasthan,42,Yes
2901,26-35,Female,20-50L,Salaried,Post-Graduate,Delhi,Rajasthan,40,Yes
2902,18-25,Female,>50L,Freelancer,Graduate,Delhi,Telangana,47,No
2903,46-55,Female,20-50L,Business Owner,Doctorate,Hyderabad,Maharashtra,27,No
2904,46-55,Male,<5L,Professional,Doctorate,Hyderabad,Maharashtra,60,No
2905,55+,Male,>50L,Business Owner,Doctorate,Hyderabad,West Bengal,29,Yes
2906,36-45,Other,20-50L,Professional,Post-Graduate,Mumbai,Rajasthan,6,Yes
2907,46-55,Other,5-10L,Freelancer,High School,Chennai,Rajasthan,19,No
2908,55+,Male,10-20L,Freelancer,Graduate,Bangalore,Punjab,6,Yes
2909,55+,Female,<5L,Business Owner,High School,Bangalore,Tamil Nadu,1,No
2910,46-55,Male,>50L,Retired,High School,Chennai,Gujarat,41,No
2911,18-25,Other,<5L,Freelancer,Graduate,Hyderabad,Punjab,6,No
2912,36-45,Male,<5L,Freelancer,High School,Mumbai,Gujarat,20,No
2913,26-35,Female,>50L,Salaried,High School,Hyderabad,Uttar Pradesh,26,Yes
2914,36-45,Male,20-50L,Retired,Post-Graduate,Mumbai,Punjab,12,Yes
2915,18-25,Other,10-20L,Professional,Graduate,Chennai,Punjab,13,No
2916,18-25,Other,<5L,Freelancer,Doctorate,Hyderabad,Punjab,51,Yes
2917,46-55,Male,20-50L,Salaried,High School,Chennai,Maharashtra,9,No
2918,36-45,Female,20-50L,Business Owner,Post-Graduate,Hyderabad,Gujarat,21,Yes
2919,55+,Male,20-50L,Freelancer,Post-Graduate,Mumbai,Maharashtra,32,Yes
2920,55+,Female,<5L,Freelancer,Doctorate,Delhi,Uttar Pradesh,57,No
2921,18-25,Female,10-20L,Business Owner,Post-Graduate,Delhi,Tamil Nadu,51,Yes
2922,18-25,Male,>50L,Professional,Doctorate,Hyderabad,Rajasthan,8,No
2923,55+,Other,5-10L,Student,High School,Mumbai,Delhi,23,Yes
2924,55+,Female,5-10L,Professional,High School,Chennai,Telangana,1,No
2925,36-45,Female,10-20L,Student,High School,Bangalore,Uttar Pradesh,5,No
2926,46-55,Male,10-20L,Freelancer,Doctorate,Mumbai,Karnataka,22,No
2927,55+,Male,<5L,Student,Graduate,Hyderabad,Gujarat,27,No
2928,26-35,Male,<5L,Student,Graduate,Bangalore,Telangana,52,Yes
2929,18-25,Other,20-50L,Professional,High School,Hyderabad,West Bengal,34,Yes
2930,36-45,Female,20-50L,Business Owner,Post-Graduate,Mumbai,Rajasthan,45,Yes
2931,55+,Male,5-10L,Student,Graduate,Chennai,Karnataka,40,Yes
2932,18-25,Female,>50L,Professional,Graduate,Chennai,West Bengal,33,Yes
2933,26-35,Other,20-50L,Retired,Doctorate,Bangalore,Rajasthan,15,Yes
2934,36-45,Male,5-10L,Salaried,High School,Hyderabad,Gujarat,18,Yes
2935,36-45,Female,20-50L,Retired,Graduate,Mumbai,Punjab,12,Yes
2936,36-45,Female,>50L,Professional,High School,Hyderabad,Tamil Nadu,45,No
2937,18-25,Female,<5L,Student,High School,Delhi,Gujarat,22,Yes
2938,26-35,Female,20-50L,Business Owner,Post-Graduate,Mumbai,Karnataka,50,Yes
2939,36-45,Male,>50L,Professional,Doctorate,Bangalore,Telangana,44,No
2940,18-25,Male,<5L,Student,Post-Graduate,Chennai,Karnataka,38,Yes
2941,46-55,Other,5-10L,Student,Doctorate,Bangalore,Tamil Nadu,28,No
2942,55+,Other,<5L,Salaried,High School,Bangalore,Tamil Nadu,52,No
2943,46-55,Female,5-10L,Business Owner,Post-Graduate,Delhi,Gujarat,27,Yes
2944,26-35,Other,10-20L,Professional,Doctorate,Mumbai,Delhi,42,Yes
2945,18-25,Female,10-20L,Retired,High School,Delhi,Tamil Nadu,20,No
2946,55+,Other,20-50L,Professional,Graduate,Chennai,Gujarat,29,Yes
2947,46-55,Male,10-20L,Freelancer,Doctorate,Delhi,Rajasthan,51,Yes
2948,26-35,Other,5-10L,Business Owner,Graduate,Delhi,Uttar Pradesh,40,No
2949,36-45,Female,<5L,Freelancer,Post-Graduate,Chennai,Uttar Pradesh,24,No
2950,18-25,Female,>50L,Retired,Graduate,Hyderabad,Rajasthan,58,No
2951,18-25,Other,5-10L,Business Owner,Doctorate,Hyderabad,Tamil Nadu,40,No
2952,36-45,Female,10-20L,Salaried,Doctorate,Mumbai,Rajasthan,28,Yes
2953,36-45,Other,<5L,Business Owner,Doctorate,Hyderabad,Tamil Nadu,35,Yes
2954,46-55,Female,<5L,Retired,Graduate,Chennai,Uttar Pradesh,1,Yes
2955,55+,Other,5-10L,Freelancer,Post-Graduate,Delhi,Delhi,22,No
2956,36-45,Male,10-20L,Freelancer,Doctorate,Bangalore,Delhi,53,Yes
2957,55+,Female,>50L,Freelancer,Post-Graduate,Delhi,Punjab,30,Yes
2958,36-45,Female,5-10L,Freelancer,Graduate,Chennai,Maharashtra,4,Yes
2959,26-35,Other,20-50L,Student,High School,Hyderabad,Telangana,45,Yes
2960,18-25,Other,20-50L,Professional,Doctorate,Delhi,Telangana,54,No
2961,18-25,Other,<5L,Salaried,High School,Chennai,Rajasthan,13,Yes
2962,36-45,Female,<5L,Retired,Graduate,Bangalore,Tamil Nadu,13,Yes
2963,18-25,Other,<5L,Business Owner,Post-Graduate,Hyderabad,Punjab,58,No
2964,26-35,Female,10-20L,Salaried,Post-Graduate,Chennai,Tamil Nadu,35,Yes
2965,46-55,Male,>50L,Professional,Post-Graduate,Bangalore,Punjab,55,No
2966,55+,Other,10-20L,Salaried,High School,Hyderabad,Punjab,60,No
2967,55+,Male,>50L,Freelancer,Post-Graduate,Chennai,Gujarat,18,Yes
2968,18-25,Male,10-20L,Business Owner,High School,Delhi,Punjab,39,Yes
2969,36-45,Male,20-50L,Business Owner,Post-Graduate,Mumbai,Telangana,12,Yes
2970,36-45,Other,20-50L,Retired,Doctorate,Bangalore,Tamil Nadu,16,Yes
2971,26-35,Other,10-20L,Freelancer,Graduate,Mumbai,Telangana,12,No
2972,46-55,Other,<5L,Retired,Graduate,Chennai,West Bengal,14,Yes
2973,46-55,Male,10-20L,Student,High School,Hyderabad,Telangana,58,No
2974,55+,Female,20-50L,Professional,High School,Hyderabad,Telangana,52,No
2975,26-35,Male,>50L,Freelancer,Graduate,Bangalore,Rajasthan,11,No
2976,55+,Other,5-10L,Salaried,Post-Graduate,Bangalore,Rajasthan,16,No
2977,46-55,Male,>50L,Salaried,Doctorate,Bangalore,Delhi,50,No
2978,55+,Female,20-50L,Business Owner,Post-Graduate,Mumbai,Gujarat,55,No
2979,18-25,Male,>50L,Professional,Post-Graduate,Mumbai,Rajasthan,2,Yes
2980,36-45,Male,10-20L,Retired,Doctorate,Chennai,Punjab,19,No
2981,18-25,Other,<5L,Freelancer,Doctorate,Bangalore,Maharashtra,54,Yes
2982,55+,Female,10-20L,Retired,High School,Chennai,Delhi,8,Yes
2983,55+,Other,20-50L,Professional,Post-Graduate,Delhi,Tamil Nadu,7,No
2984,36-45,Female,<5L,Retired,Post-Graduate,Hyderabad,Maharashtra,49,Yes
2985,36-45,Male,5-10L,Professional,Graduate,Delhi,Rajasthan,31,No
2986,46-55,Other,10-20L,Retired,Post-Graduate,Bangalore,Delhi,51,Yes
2987,26-35,Male,20-50L,Retired,High School,Mumbai,West Bengal,8,No
2988,46-55,Female,>50L,Professional,Post-Graduate,Bangalore,West Bengal,39,Yes
2989,18-25,Male,20-50L,Retired,Post-Graduate,Chennai,Uttar Pradesh,11,Yes
2990,26-35,Female,20-50L,Professional,Doctorate,Mumbai,Maharashtra,54,No
2991,18-25,Female,20-50L,Retired,Doctorate,Hyderabad,Delhi,55,Yes
2992,55+,Male,>50L,Salaried,Post-Graduate,Delhi,Gujarat,51,Yes
2993,46-55,Female,<5L,Business Owner,Post-Graduate,Hyderabad,Telangana,10,Yes
2994,18-25,Female,20-50L,Salaried,Graduate,Mumbai,Gujarat,53,No
2995,18-25,Female,20-50L,Student,Doctorate,Mumbai,Gujarat,31,Yes
2996,46-55,Other,<5L,Salaried,Graduate,Chennai,Rajasthan,1,No
2997,26-35,Other,10-20L,Salaried,Doctorate,Chennai,Karnataka,13,Yes
2998,18-25,Other,20-50L,Professional,Graduate,Chennai,Delhi,7,Yes
2999,46-55,Other,>50L,Student,Doctorate,Bangalore,West Bengal,20,No
3000,46-55,Other,10-20L,Retired,High School,Delhi,Delhi,21,Yes
3001,46-55,Male,20-50L,Salaried,Doctorate,Bangalore,Rajasthan,42,No
3002,46-55,Other,>50L,Retired,High School,Hyderabad,Gujarat,40,Yes
3003,18-25,Male,5-10L,Professional,Doctorate,Delhi,Rajasthan,59,Yes
3004,46-55,Other,<5L,Salaried,Doctorate,Hyderabad,Karnataka,25,Yes
3005,26-35,Male,5-10L,Salaried,Doctorate,Chennai,Uttar Pradesh,52,Yes
3006,46-55,Male,20-50L,Professional,Graduate,Delhi,West Bengal,38,Yes
3007,46-55,Male,>50L,Student,Graduate,Chennai,Uttar Pradesh,49,No
3008,55+,Other,5-10L,Salaried,Graduate,Delhi,Telangana,57,Yes
3009,46-55,Male,>50L,Freelancer,Doctorate,Mumbai,Punjab,30,Yes
3010,18-25,Male,>50L,Retired,Graduate,Chennai,Maharashtra,41,No
3011,26-35,Female,>50L,Retired,Graduate,Delhi,Karnataka,4,No
3012,55+,Other,<5L,Salaried,Doctorate,Delhi,Maharashtra,34,Yes
3013,46-55,Male,>50L,Professional,High School,Mumbai,Rajasthan,37,No
3014,18-25,Male,5-10L,Student,High School,Hyderabad,Karnataka,56,Yes
3015,26-35,Male,10-20L,Freelancer,Post-Graduate,Chennai,Karnataka,45,No
3016,55+,Other,10-20L,Student,Doctorate,Hyderabad,West Bengal,3,No
3017,18-25,Female,5-10L,Salaried,Post-Graduate,Chennai,Gujarat,23,No
3018,55+,Male,10-20L,Freelancer,High School,Hyderabad,Karnataka,35,Yes
3019,55+,Male,<5L,Student,High School,Chennai,Uttar Pradesh,39,Yes
3020,46-55,Other,>50L,Professional,High School,Delhi,Uttar Pradesh,39,Yes
3021,36-45,Female,20-50L,Business Owner,High School,Bangalore,Tamil Nadu,44,No
3022,26-35,Female,20-50L,Student,High School,Delhi,Rajasthan,9,No
3023,36-45,Female,5-10L,Salaried,Post-Graduate,Hyderabad,Delhi,49,No
3024,36-45,Male,<5L,Retired,Post-Graduate,Mumbai,Maharashtra,42,No
3025,26-35,Male,>50L,Professional,Post-Graduate,Hyderabad,Punjab,6,No
3026,26-35,Female,20-50L,Student,Graduate,Hyderabad,West Bengal,17,Yes
3027,18-25,Other,<5L,Retired,Doctorate,Mumbai,Punjab,8,No
3028,46-55,Male,5-10L,Retired,Post-Graduate,Hyderabad,Maharashtra,20,No
3029,46-55,Other,5-10L,Professional,Post-Graduate,Chennai,Tamil Nadu,10,Yes
3030,26-35,Other,>50L,Student,Post-Graduate,Delhi,Rajasthan,40,Yes
3031,55+,Male,<5L,Salaried,Graduate,Chennai,Delhi,51,Yes
3032,26-35,Female,5-10L,Business Owner,High School,Chennai,Maharashtra,45,No
3033,46-55,Other,20-50L,Retired,Doctorate,Hyderabad,Gujarat,47,No
3034,36-45,Female,>50L,Professional,High School,Delhi,Rajasthan,1,No
3035,55+,Other,10-20L,Retired,Post-Graduate,Hyderabad,Telangana,29,No
3036,46-55,Other,20-50L,Retired,Graduate,Bangalore,Gujarat,31,No
3037,36-45,Male,10-20L,Freelancer,Doctorate,Mumbai,Tamil Nadu,40,No
3038,26-35,Female,20-50L,Professional,Graduate,Delhi,Telangana,21,No
3039,36-45,Female,5-10L,Retired,Doctorate,Mumbai,Maharashtra,17,Yes
3040,26-35,Female,<5L,Salaried,Doctorate,Hyderabad,Uttar Pradesh,18,Yes
3041,26-35,Female,20-50L,Professional,Graduate,Bangalore,Maharashtra,1,Yes
3042,46-55,Male,20-50L,Business Owner,Post-Graduate,Hyderabad,West Bengal,46,No
3043,26-35,Male,>50L,Salaried,Doctorate,Chennai,Telangana,5,Yes
3044,46-55,Female,>50L,Retired,Doctorate,Hyderabad,West Bengal,15,No
3045,26-35,Female,5-10L,Professional,High School,Hyderabad,Punjab,47,No
3046,55+,Male,20-50L,Student,Doctorate,Bangalore,West Bengal,39,No
3047,18-25,Female,<5L,Student,High School,Bangalore,Delhi,15,No
3048,46-55,Female,10-20L,Salaried,Graduate,Chennai,Delhi,7,Yes
3049,46-55,Female,10-20L,Student,Graduate,Delhi,Punjab,30,No
3050,36-45,Male,20-50L,Salaried,High School,Delhi,Punjab,10,Yes
3051,26-35,Other,>50L,Business Owner,Post-Graduate,Chennai,Maharashtra,4,No
3052,55+,Other,10-20L,Retired,Graduate,Mumbai,Uttar Pradesh,43,No
3053,18-25,Female,5-10L,Business Owner,High School,Delhi,Telangana,49,No
3054,55+,Other,20-50L,Freelancer,High School,Bangalore,Maharashtra,16,Yes
3055,55+,Male,5-10L,Business Owner,High School,Delhi,Uttar Pradesh,21,Yes
3056,46-55,Female,5-10L,Salaried,High School,Chennai,Rajasthan,29,Yes
3057,55+,Male,<5L,Retired,Graduate,Chennai,Uttar Pradesh,43,Yes
3058,55+,Other,20-50L,Business Owner,High School,Hyderabad,Tamil Nadu,22,No
3059,55+,Female,10-20L,Retired,Doctorate,Chennai,West Bengal,31,Yes
3060,55+,Other,5-10L,Professional,High School,Delhi,Rajasthan,4,Yes
3061,18-25,Female,>50L,Salaried,Doctorate,Delhi,Punjab,53,No
3062,55+,Other,<5L,Freelancer,Graduate,Mumbai,Punjab,48,No
3063,18-25,Male,5-10L,Student,Graduate,Hyderabad,Telangana,25,Yes
3064,36-45,Other,5-10L,Student,High School,Mumbai,Uttar Pradesh,57,No
3065,36-45,Female,>50L,Retired,Doctorate,Delhi,West Bengal,16,No
3066,55+,Male,5-10L,Student,Doctorate,Hyderabad,Karnataka,24,No
3067,55+,Female,5-10L,Salaried,Graduate,Mumbai,West Bengal,54,No
3068,55+,Female,<5L,Retired,High School,Hyderabad,Telangana,38,No
3069,26-35,Other,10-20L,Freelancer,High School,Chennai,Delhi,38,Yes
3070,18-25,Male,10-20L,Professional,Graduate,Hyderabad,Rajasthan,12,Yes
3071,36-45,Female,<5L,Salaried,Post-Graduate,Hyderabad,Rajasthan,40,No
3072,36-45,Other,>50L,Retired,High School,Mumbai,Rajasthan,10,Yes
3073,26-35,Female,20-50L,Freelancer,Post-Graduate,Delhi,Karnataka,47,No
3074,26-35,Female,5-10L,Student,Graduate,Bangalore,Gujarat,18,Yes
3075,46-55,Female,5-10L,Student,Graduate,Hyderabad,Karnataka,52,No
3076,26-35,Other,10-20L,Retired,High School,Hyderabad,Karnataka,36,No
3077,55+,Other,20-50L,Freelancer,Doctorate,Mumbai,Uttar Pradesh,51,No
3078,18-25,Female,10-20L,Student,High School,Mumbai,Gujarat,3,No
3079,26-35,Male,20-50L,Student,Graduate,Delhi,Rajasthan,23,No
3080,55+,Male,10-20L,Salaried,Graduate,Mumbai,Telangana,52,No
3081,26-35,Male,<5L,Freelancer,High School,Delhi,Maharashtra,31,No
3082,36-45,Female,10-20L,Business Owner,Graduate,Bangalore,Punjab,9,Yes
3083,46-55,Other,10-20L,Freelancer,High School,Chennai,West Bengal,53,Yes
3084,18-25,Male,5-10L,Salaried,Post-Graduate,Mumbai,Karnataka,47,No
3085,55+,Female,>50L,Retired,High School,Mumbai,Telangana,42,Yes
3086,18-25,Other,20-50L,Business Owner,Post-Graduate,Delhi,Tamil Nadu,41,No
3087,46-55,Other,5-10L,Salaried,Post-Graduate,Chennai,Karnataka,11,No
3088,55+,Female,<5L,Freelancer,High School,Bangalore,Tamil Nadu,36,No
3089,36-45,Other,>50L,Professional,Post-Graduate,Hyderabad,Telangana,8,Yes
3090,26-35,Male,<5L,Student,High School,Chennai,Telangana,16,No
3091,36-45,Other,10-20L,Professional,Doctorate,Chennai,Delhi,38,Yes
3092,46-55,Other,10-20L,Business Owner,Post-Graduate,Delhi,Rajasthan,25,Yes
3093,55+,Other,>50L,Salaried,Doctorate,Delhi,West Bengal,22,Yes
3094,36-45,Other,<5L,Student,High School,Bangalore,West Bengal,2,Yes
3095,36-45,Female,20-50L,Business Owner,Doctorate,Hyderabad,Telangana,12,No
3096,26-35,Other,10-20L,Professional,Post-Graduate,Mumbai,West Bengal,18,No
3097,55+,Male,5-10L,Professional,High School,Chennai,Uttar Pradesh,9,Yes
3098,26-35,Female,5-10L,Salaried,High School,Delhi,Punjab,21,Yes
3099,46-55,Other,10-20L,Freelancer,Doctorate,Mumbai,Maharashtra,31,No
3100,18-25,Male,10-20L,Professional,Graduate,Mumbai,West Bengal,25,Yes
3101,55+,Female,>50L,Student,High School,Mumbai,Delhi,35,Yes
3102,36-45,Male,20-50L,Retired,Doctorate,Bangalore,Karnataka,45,No
3103,46-55,Female,20-50L,Business Owner,High School,Bangalore,Uttar Pradesh,25,No
3104,46-55,Other,10-20L,Business Owner,Doctorate,Mumbai,Tamil Nadu,51,Yes
3105,55+,Female,20-50L,Professional,Post-Graduate,Hyderabad,West Bengal,42,Yes
3106,18-25,Female,20-50L,Student,High School,Chennai,Karnataka,26,No
3107,55+,Other,10-20L,Retired,Graduate,Chennai,Maharashtra,30,No
3108,55+,Female,10-20L,Student,Doctorate,Chennai,West Bengal,46,No
3109,46-55,Male,20-50L,Retired,High School,Hyderabad,Telangana,4,No
3110,55+,Female,10-20L,Retired,High School,Hyderabad,Delhi,58,Yes
3111,26-35,Other,20-50L,Student,Doctorate,Mumbai,Maharashtra,24,No
3112,36-45,Other,5-10L,Salaried,Graduate,Chennai,West Bengal,1,Yes
3113,18-25,Other,5-10L,Retired,High School,Bangalore,Gujarat,38,No
3114,26-35,Female,20-50L,Salaried,Post-Graduate,Delhi,Karnataka,18,Yes
3115,46-55,Male,>50L,Business Owner,High School,Mumbai,Karnataka,53,Yes
3116,46-55,Male,10-20L,Retired,Doctorate,Hyderabad,Gujarat,27,No
3117,26-35,Female,20-50L,Student,Graduate,Bangalore,Uttar Pradesh,52,Yes
3118,36-45,Other,<5L,Business Owner,Doctorate,Delhi,Karnataka,37,Yes
3119,46-55,Other,20-50L,Retired,Doctorate,Hyderabad,Tamil Nadu,4,No
3120,55+,Female,<5L,Salaried,High School,Delhi,West Bengal,34,Yes
3121,46-55,Female,20-50L,Freelancer,Post-Graduate,Mumbai,Delhi,38,No
3122,55+,Male,20-50L,Salaried,Doctorate,Mumbai,Karnataka,11,Yes
3123,36-45,Male,10-20L,Salaried,Doctorate,Chennai,Rajasthan,57,No
3124,55+,Male,<5L,Freelancer,Post-Graduate,Chennai,Gujarat,38,Yes
3125,55+,Other,10-20L,Retired,Post-Graduate,Hyderabad,Rajasthan,52,Yes
3126,36-45,Female,20-50L,Retired,Doctorate,Bangalore,Gujarat,54,No
3127,18-25,Female,5-10L,Student,High School,Chennai,Maharashtra,7,No
3128,46-55,Female,>50L,Salaried,Graduate,Delhi,West Bengal,43,Yes
3129,55+,Male,10-20L,Professional,Doctorate,Mumbai,Delhi,44,No
3130,18-25,Female,<5L,Student,High School,Hyderabad,Maharashtra,14,No
3131,36-45,Female,>50L,Salaried,Post-Graduate,Mumbai,Tamil Nadu,10,No
3132,18-25,Male,10-20L,Student,High School,Mumbai,Punjab,26,No
3133,46-55,Male,>50L,Business Owner,Doctorate,Bangalore,Punjab,49,No
3134,18-25,Male,<5L,Professional,High School,Chennai,Rajasthan,23,No
3135,36-45,Other,>50L,Salaried,Post-Graduate,Delhi,Punjab,56,Yes
3136,36-45,Female,10-20L,Professional,Graduate,Mumbai,Punjab,40,Yes
3137,18-25,Other,10-20L,Business Owner,Doctorate,Hyderabad,Telangana,19,Yes
3138,46-55,Other,>50L,Professional,Post-Graduate,Chennai,Delhi,29,No
3139,55+,Male,>50L,Business Owner,Graduate,Hyderabad,Delhi,12,Yes
3140,36-45,Female,>50L,Freelancer,High School,Chennai,Uttar Pradesh,41,No
3141,26-35,Male,20-50L,Student,Graduate,Delhi,Delhi,11,Yes
3142,55+,Female,>50L,Freelancer,Doctorate,Bangalore,Delhi,10,No
3143,46-55,Male,>50L,Freelancer,Doctorate,Bangalore,Uttar Pradesh,7,Yes
3144,36-45,Other,20-50L,Freelancer,Doctorate,Bangalore,West Bengal,35,Yes
3145,55+,Female,20-50L,Retired,High School,Bangalore,Gujarat,12,Yes
3146,46-55,Other,<5L,Retired,Doctorate,Mumbai,Uttar Pradesh,26,No
3147,36-45,Other,<5L,Student,Doctorate,Hyderabad,West Bengal,48,Yes
3148,26-35,Other,5-10L,Business Owner,Doctorate,Chennai,Telangana,41,No
3149,18-25,Male,<5L,Freelancer,High School,Bangalore,Tamil Nadu,7,No
3150,55+,Male,10-20L,Professional,Post-Graduate,Hyderabad,Delhi,58,Yes
3151,36-45,Other,10-20L,Salaried,Post-Graduate,Chennai,Gujarat,43,Yes
3152,18-25,Male,<5L,Freelancer,Post-Graduate,Mumbai,Karnataka,39,Yes
3153,46-55,Other,<5L,Salaried,High School,Delhi,Tamil Nadu,40,Yes
3154,36-45,Other,5-10L,Retired,High School,Delhi,Telangana,20,Yes
3155,55+,Other,5-10L,Freelancer,Doctorate,Mumbai,Gujarat,28,No
3156,46-55,Male,<5L,Business Owner,Doctorate,Delhi,Gujarat,53,Yes
3157,26-35,Male,5-10L,Professional,Post-Graduate,Chennai,Telangana,32,No
3158,18-25,Other,20-50L,Freelancer,High School,Delhi,Delhi,52,Yes
3159,18-25,Female,20-50L,Retired,Post-Graduate,Mumbai,West Bengal,44,No
3160,46-55,Other,<5L,Professional,Graduate,Hyderabad,Uttar Pradesh,45,No
3161,26-35,Other,<5L,Professional,High School,Bangalore,Rajasthan,23,No
3162,26-35,Female,10-20L,Retired,Doctorate,Hyderabad,Punjab,35,Yes
3163,26-35,Other,>50L,Professional,Graduate,Bangalore,Karnataka,19,No
3164,26-35,Female,<5L,Business Owner,Graduate,Hyderabad,Rajasthan,10,Yes
3165,46-55,Other,5-10L,Professional,Doctorate,Hyderabad,Uttar Pradesh,8,Yes
3166,26-35,Female,5-10L,Professional,Graduate,Chennai,Gujarat,31,No
3167,18-25,Male,10-20L,Student,High School,Mumbai,Uttar Pradesh,40,No
3168,18-25,Male,>50L,Business Owner,High School,Hyderabad,Maharashtra,36,No
3169,18-25,Male,20-50L,Salaried,Doctorate,Delhi,Karnataka,21,No
3170,36-45,Male,10-20L,Student,Graduate,Chennai,Delhi,12,No
3171,36-45,Male,<5L,Professional,Graduate,Hyderabad,Rajasthan,2,No
3172,46-55,Other,10-20L,Freelancer,High School,Bangalore,Tamil Nadu,58,Yes
3173,18-25,Other,<5L,Business Owner,Post-Graduate,Bangalore,Delhi,22,Yes
3174,46-55,Other,10-20L,Freelancer,High School,Bangalore,Delhi,2,Yes
3175,18-25,Male,10-20L,Professional,Post-Graduate,Hyderabad,Karnataka,57,Yes
3176,55+,Other,>50L,Retired,Post-Graduate,Mumbai,Delhi,50,Yes
3177,26-35,Other,<5L,Salaried,High School,Chennai,Tamil Nadu,21,Yes
3178,46-55,Male,5-10L,Freelancer,Graduate,Hyderabad,Uttar Pradesh,20,No
3179,36-45,Female,<5L,Retired,Post-Graduate,Mumbai,Uttar Pradesh,30,Yes
3180,46-55,Other,<5L,Business Owner,High School,Mumbai,West Bengal,6,Yes
3181,36-45,Male,20-50L,Professional,High School,Mumbai,Delhi,53,Yes
3182,46-55,Male,5-10L,Freelancer,Post-Graduate,Bangalore,Tamil Nadu,32,No
3183,18-25,Female,5-10L,Retired,Doctorate,Delhi,Punjab,51,Yes
3184,18-25,Female,<5L,Student,Post-Graduate,Bangalore,Delhi,1,Yes
3185,26-35,Male,20-50L,Student,Doctorate,Mumbai,Punjab,43,No
3186,36-45,Male,10-20L,Salaried,Graduate,Bangalore,West Bengal,54,Yes
3187,46-55,Male,5-10L,Retired,High School,Hyderabad,Telangana,29,No
3188,46-55,Male,5-10L,Freelancer,Graduate,Mumbai,Rajasthan,35,No
3189,18-25,Female,<5L,Business Owner,High School,Mumbai,Tamil Nadu,44,No
3190,26-35,Male,5-10L,Freelancer,Graduate,Chennai,Karnataka,42,Yes
3191,55+,Other,10-20L,Retired,Graduate,Mumbai,Punjab,12,No
3192,55+,Female,10-20L,Business Owner,Graduate,Bangalore,Uttar Pradesh,24,No
3193,46-55,Female,10-20L,Professional,High School,Delhi,Gujarat,45,Yes
3194,36-45,Female,20-50L,Professional,High School,Mumbai,Uttar Pradesh,5,Yes
