SALES_ID,SALE_DATE,STATE,CITY,CITY_TIER,MODEL,STORAGE_GB,COLOR,UNITS_SOLD,UNIT_PRICE,CHANNEL,RETAILER_ID,QUARTER,YEAR,TOTAL_REVENUE
5346,2022-06-28,Uttar Pradesh,Kanpur,Tier 1,iPhone 15,64,Silver,1,78994,Online,26,Q2,2022,78994
5347,2022-01-02,Rajasthan,Jaipur,Tier 2,iPhone 15 Pro,256,Green,2,132886,Online,50,Q1,2022,265772
5348,2023-10-21,Tamil Nadu,Chennai,Tier 1,iPhone 13 Pro,64,Starlight,5,123861,Authorized Reseller,8,Q4,2023,619305
5349,2023-09-22,Rajasthan,Jodhpur,Tier 1,iPhone 15 Pro,64,Silver,3,135221,Retail Store,19,Q3,2023,405663
5350,2023-11-30,Karnataka,Bangalore,Tier 2,iPhone 14 Pro,256,Midnight,1,129095,Online,44,Q4,2023,129095
5351,2022-10-05,Punjab,Chandigarh,Tier 2,iPhone 14 Pro,64,Midnight,3,132196,Retail Store,32,Q4,2022,396588
5352,2023-06-02,Telangana,Warangal,Tier 1,iPhone 14,1024,Blue,3,67894,Telecom Partner,16,Q2,2023,203682
5353,2022-10-12,West Bengal,Siliguri,Tier 2,iPhone 15 Pro Max,64,Starlight,4,159247,Authorized Reseller,15,Q4,2022,636988
5354,2022-01-05,Telangana,Hyderabad,Tier 2,iPhone 14 Pro,256,Starlight,3,129095,Telecom Partner,16,Q1,2022,387285
5355,2022-11-16,Rajasthan,Udaipur,Tier 2,iPhone 15 Pro,512,Midnight,1,138543,Online,42,Q4,2022,138543
5356,2023-10-06,Gujarat,Vadodara,Tier 3,iPhone 14 Pro,512,Purple,3,130125,Authorized Reseller,35,Q4,2023,390375
5357,2023-12-12,Punjab,Amritsar,Tier 1,iPhone 15 Pro,256,Purple,5,135693,Retail Store,19,Q4,2023,678465
5358,2024-01-01,Telangana,Hyderabad,Tier 1,iPhone 13 Pro,64,Starlight,2,124697,Online,9,Q1,2024,249394
5359,2022-05-07,West Bengal,Siliguri,Tier 1,iPhone 15,128,Blue,2,74967,Online,19,Q2,2022,149934
5360,2023-11-16,Rajasthan,Jodhpur,Tier 3,iPhone 15,512,Green,4,81528,Authorized Reseller,11,Q4,2023,326112
5361,2022-01-06,Maharashtra,Nagpur,Tier 2,iPhone 15,1024,Blue,3,83672,Authorized Reseller,16,Q1,2022,251016
5362,2022-02-25,Gujarat,Ahmedabad,Tier 2,iPhone 14,512,Silver,3,69065,Retail Store,50,Q1,2022,207195
5363,2022-05-12,Telangana,Hyderabad,Tier 2,iPhone 15 Pro Max,1024,Blue,1,157269,Online,22,Q2,2022,157269
5364,2023-01-20,Karnataka,Mangalore,Tier 2,iPhone 13 Pro,1024,Blue,3,115938,Telecom Partner,23,Q1,2023,347814
5365,2023-04-07,Delhi,Gurgaon,Tier 1,iPhone 15 Pro Max,256,Purple,2,164092,Retail Store,18,Q2,2023,328184
5366,2022-06-11,Uttar Pradesh,Noida,Tier 3,iPhone 15 Pro,64,Blue,4,131260,Online,24,Q2,2022,525040
5367,2023-09-15,Punjab,Amritsar,Tier 3,iPhone 14,128,Blue,3,73020,Online,4,Q3,2023,219060
5368,2022-01-04,Uttar Pradesh,Noida,Tier 1,iPhone 15,256,Starlight,3,78037,Online,50,Q1,2022,234111
5369,2022-08-19,Gujarat,Surat,Tier 2,iPhone 14,1024,Silver,2,68107,Online,18,Q3,2022,136214
5370,2023-05-15,Punjab,Ludhiana,Tier 3,iPhone 13,64,Midnight,5,60937,Retail Store,35,Q2,2023,304685
5371,2023-08-23,West Bengal,Kolkata,Tier 1,iPhone 13 Pro,1024,Blue,5,120062,Retail Store,7,Q3,2023,600310
5372,2022-11-14,Maharashtra,Nagpur,Tier 3,iPhone 15 Pro Max,256,Green,1,160110,Online,2,Q4,2022,160110
5373,2022-02-26,Uttar Pradesh,Kanpur,Tier 1,iPhone 15 Pro,512,Pink,5,133351,Online,32,Q1,2022,666755
5374,2022-11-03,Gujarat,Surat,Tier 2,iPhone 13 Pro,256,Blue,1,118781,Retail Store,8,Q4,2022,118781
5375,2022-08-06,Karnataka,Bangalore,Tier 2,iPhone 14 Pro,256,Purple,3,131952,Telecom Partner,31,Q3,2022,395856
5376,2022-04-26,Rajasthan,Udaipur,Tier 3,iPhone 15,512,Blue,2,79131,Retail Store,17,Q2,2022,158262
5377,2023-09-24,Tamil Nadu,Coimbatore,Tier 1,iPhone 15 Pro Max,128,Blue,5,161354,Online,21,Q3,2023,806770
5378,2022-01-05,Karnataka,Bangalore,Tier 1,iPhone 15 Pro,64,Green,2,131687,Online,36,Q1,2022,263374
5379,2023-08-02,Delhi,New Delhi,Tier 1,iPhone 15 Pro Max,256,Pink,2,162253,Telecom Partner,24,Q3,2023,324506
5380,2023-03-24,Rajasthan,Jaipur,Tier 1,iPhone 13,1024,Green,5,59255,Retail Store,12,Q1,2023,296275
5381,2023-10-18,Punjab,Chandigarh,Tier 2,iPhone 14,512,Blue,3,70987,Telecom Partner,5,Q4,2023,212961
5382,2023-03-19,Gujarat,Vadodara,Tier 1,iPhone 13 Pro,512,Pink,3,122136,Retail Store,20,Q1,2023,366408
5383,2022-06-04,Uttar Pradesh,Lucknow,Tier 2,iPhone 14,512,Midnight,5,74477,Authorized Reseller,25,Q2,2022,372385
5384,2023-10-06,Rajasthan,Udaipur,Tier 1,iPhone 13 Pro,128,Gold,5,117781,Authorized Reseller,1,Q4,2023,588905
5385,2023-02-06,Maharashtra,Nagpur,Tier 1,iPhone 14 Pro,256,Midnight,5,128119,Telecom Partner,26,Q1,2023,640595
5386,2022-01-19,Karnataka,Mysore,Tier 1,iPhone 13,1024,Green,2,58555,Authorized Reseller,31,Q1,2022,117110
5387,2022-12-30,Delhi,Gurgaon,Tier 2,iPhone 15,512,Purple,5,82280,Authorized Reseller,39,Q4,2022,411400
5388,2022-12-22,Tamil Nadu,Coimbatore,Tier 3,iPhone 14,128,Blue,2,67169,Authorized Reseller,17,Q4,2022,134338
5389,2023-09-20,Uttar Pradesh,Kanpur,Tier 2,iPhone 15,512,Midnight,3,76817,Online,34,Q3,2023,230451
5390,2022-06-29,Maharashtra,Nagpur,Tier 3,iPhone 13,64,Silver,5,55020,Retail Store,28,Q2,2022,275100
5391,2023-02-17,Uttar Pradesh,Lucknow,Tier 2,iPhone 13,512,Pink,3,58910,Authorized Reseller,46,Q1,2023,176730
5392,2022-03-30,Telangana,Warangal,Tier 1,iPhone 15 Pro Max,1024,Starlight,1,158715,Online,24,Q1,2022,158715
5393,2023-02-25,Tamil Nadu,Madurai,Tier 3,iPhone 15,64,Pink,3,83055,Authorized Reseller,13,Q1,2023,249165
5394,2022-08-18,Uttar Pradesh,Lucknow,Tier 3,iPhone 15 Pro,1024,Starlight,5,135260,Telecom Partner,13,Q3,2022,676300
5395,2022-12-08,West Bengal,Siliguri,Tier 2,iPhone 13,1024,Green,2,62336,Authorized Reseller,37,Q4,2022,124672
5396,2022-05-03,West Bengal,Siliguri,Tier 1,iPhone 14 Pro,1024,Midnight,3,130167,Online,26,Q2,2022,390501
5397,2022-06-06,Uttar Pradesh,Noida,Tier 3,iPhone 14 Pro,256,Blue,4,134622,Retail Store,35,Q2,2022,538488
5398,2023-06-02,Rajasthan,Jaipur,Tier 1,iPhone 13,128,Gold,4,59082,Online,20,Q2,2023,236328
5399,2022-10-08,Punjab,Ludhiana,Tier 3,iPhone 14 Pro,64,Silver,5,129753,Authorized Reseller,15,Q4,2022,648765
5400,2022-09-30,Tamil Nadu,Coimbatore,Tier 1,iPhone 14 Pro,512,Pink,5,132849,Retail Store,17,Q3,2022,664245
5401,2023-08-10,Uttar Pradesh,Lucknow,Tier 1,iPhone 14 Pro,128,Pink,4,134838,Retail Store,27,Q3,2023,539352
5402,2022-04-27,Uttar Pradesh,Noida,Tier 1,iPhone 14,256,Blue,3,69726,Online,13,Q2,2022,209178
5403,2022-03-26,West Bengal,Kolkata,Tier 2,iPhone 14 Pro,64,Pink,5,129242,Authorized Reseller,10,Q1,2022,646210
5404,2022-01-15,Gujarat,Surat,Tier 2,iPhone 14,512,Silver,4,67799,Online,36,Q1,2022,271196
5405,2023-07-21,Punjab,Chandigarh,Tier 2,iPhone 13 Pro,128,Starlight,3,115227,Retail Store,42,Q3,2023,345681
5406,2023-12-01,Telangana,Hyderabad,Tier 3,iPhone 14,1024,Purple,2,69763,Online,24,Q4,2023,139526
5407,2023-02-21,Punjab,Amritsar,Tier 1,iPhone 15 Pro,64,Green,5,137744,Authorized Reseller,44,Q1,2023,688720
5408,2023-01-23,Tamil Nadu,Chennai,Tier 2,iPhone 15 Pro,512,Gold,3,138468,Retail Store,25,Q1,2023,415404
5409,2022-09-18,Uttar Pradesh,Noida,Tier 3,iPhone 15,64,Purple,4,82684,Retail Store,24,Q3,2022,330736
5410,2022-05-30,Uttar Pradesh,Kanpur,Tier 1,iPhone 14 Pro,512,Blue,4,125506,Retail Store,41,Q2,2022,502024
5411,2023-11-03,Telangana,Hyderabad,Tier 3,iPhone 13,64,Green,4,63116,Telecom Partner,8,Q4,2023,252464
5412,2022-09-05,Delhi,Noida,Tier 3,iPhone 15 Pro,256,Pink,4,132470,Retail Store,14,Q3,2022,529880
5413,2022-04-09,Karnataka,Mangalore,Tier 3,iPhone 15,512,Starlight,2,84100,Online,17,Q2,2022,168200
5414,2023-05-22,Karnataka,Bangalore,Tier 1,iPhone 15,1024,Green,1,83622,Retail Store,43,Q2,2023,83622
5415,2022-03-17,Uttar Pradesh,Lucknow,Tier 1,iPhone 15,256,Purple,3,80972,Online,15,Q1,2022,242916
5416,2022-01-15,Delhi,Noida,Tier 1,iPhone 15 Pro,64,Gold,3,134436,Retail Store,39,Q1,2022,403308
5417,2022-12-21,Rajasthan,Jaipur,Tier 1,iPhone 13 Pro,64,Gold,1,116181,Retail Store,41,Q4,2022,116181
5418,2023-07-14,West Bengal,Kolkata,Tier 3,iPhone 13,256,Green,5,55181,Authorized Reseller,32,Q3,2023,275905
5419,2022-06-20,Telangana,Warangal,Tier 3,iPhone 15,256,Blue,3,78511,Retail Store,8,Q2,2022,235533
5420,2022-07-11,Delhi,Noida,Tier 1,iPhone 15 Pro,256,Blue,5,135095,Retail Store,10,Q3,2022,675475
5421,2022-12-14,Uttar Pradesh,Noida,Tier 1,iPhone 14 Pro,64,Silver,3,127676,Retail Store,41,Q4,2022,383028
5422,2023-08-17,Rajasthan,Jaipur,Tier 3,iPhone 13 Pro,1024,Gold,1,123051,Online,20,Q3,2023,123051
5423,2022-02-18,Rajasthan,Jaipur,Tier 3,iPhone 14 Pro,64,Green,5,131909,Retail Store,3,Q1,2022,659545
5424,2023-02-02,West Bengal,Siliguri,Tier 2,iPhone 15,1024,Purple,3,74933,Telecom Partner,9,Q1,2023,224799
5425,2023-05-19,Karnataka,Bangalore,Tier 1,iPhone 13 Pro,1024,Silver,5,117625,Telecom Partner,15,Q2,2023,588125
5426,2022-09-10,Rajasthan,Jaipur,Tier 1,iPhone 14,512,Gold,2,65840,Telecom Partner,4,Q3,2022,131680
5427,2023-04-22,Uttar Pradesh,Noida,Tier 2,iPhone 14,64,Blue,1,69457,Retail Store,16,Q2,2023,69457
5428,2022-04-15,Tamil Nadu,Coimbatore,Tier 1,iPhone 13 Pro,128,Starlight,3,118484,Authorized Reseller,12,Q2,2022,355452
5429,2022-09-12,Tamil Nadu,Madurai,Tier 3,iPhone 13,128,Gold,2,56726,Retail Store,42,Q3,2022,113452
5430,2022-07-25,Karnataka,Mysore,Tier 3,iPhone 15 Pro Max,128,Pink,4,159487,Telecom Partner,8,Q3,2022,637948
5431,2022-11-07,Rajasthan,Jodhpur,Tier 2,iPhone 13,64,Gold,2,56217,Retail Store,46,Q4,2022,112434
5432,2023-02-21,Rajasthan,Jodhpur,Tier 3,iPhone 15 Pro,256,Midnight,1,130687,Retail Store,17,Q1,2023,130687
5433,2022-05-04,Rajasthan,Jodhpur,Tier 1,iPhone 15 Pro,128,Pink,4,130560,Retail Store,48,Q2,2022,522240
5434,2023-05-03,Rajasthan,Jodhpur,Tier 1,iPhone 15 Pro Max,128,Silver,3,161020,Authorized Reseller,42,Q2,2023,483060
5435,2023-06-28,Maharashtra,Nagpur,Tier 3,iPhone 15 Pro Max,64,Blue,1,157862,Authorized Reseller,17,Q2,2023,157862
5436,2023-03-16,Tamil Nadu,Chennai,Tier 2,iPhone 15 Pro,128,Purple,1,131183,Telecom Partner,18,Q1,2023,131183
5437,2022-08-16,Delhi,Gurgaon,Tier 3,iPhone 13,512,Midnight,3,58628,Online,5,Q3,2022,175884
5438,2023-08-25,Maharashtra,Nagpur,Tier 1,iPhone 13,256,Blue,1,63581,Authorized Reseller,48,Q3,2023,63581
5439,2023-03-29,Punjab,Amritsar,Tier 3,iPhone 15 Pro,512,Pink,1,131972,Retail Store,21,Q1,2023,131972
5440,2022-11-03,Telangana,Hyderabad,Tier 1,iPhone 15,512,Midnight,4,84043,Online,2,Q4,2022,336172
5441,2022-08-30,West Bengal,Siliguri,Tier 3,iPhone 15,512,Silver,1,82176,Online,32,Q3,2022,82176
5442,2023-05-13,Rajasthan,Udaipur,Tier 1,iPhone 15 Pro,1024,Starlight,2,139553,Authorized Reseller,40,Q2,2023,279106
5443,2022-05-06,Rajasthan,Udaipur,Tier 2,iPhone 13 Pro,512,Blue,3,115777,Telecom Partner,2,Q2,2022,347331
5444,2022-02-27,Maharashtra,Pune,Tier 3,iPhone 14,256,Midnight,1,67136,Online,33,Q1,2022,67136
5445,2023-08-15,West Bengal,Siliguri,Tier 2,iPhone 13,64,Gold,2,60747,Authorized Reseller,7,Q3,2023,121494
5446,2022-06-17,Maharashtra,Pune,Tier 1,iPhone 15 Pro Max,1024,Blue,4,164862,Authorized Reseller,19,Q2,2022,659448
5447,2022-06-02,Uttar Pradesh,Kanpur,Tier 2,iPhone 15 Pro,1024,Silver,1,130387,Retail Store,25,Q2,2022,130387
5448,2023-10-02,Telangana,Hyderabad,Tier 2,iPhone 15,1024,Purple,5,84359,Authorized Reseller,3,Q4,2023,421795
5449,2022-10-01,West Bengal,Kolkata,Tier 2,iPhone 13,256,Midnight,5,59832,Telecom Partner,1,Q4,2022,299160
5450,2023-03-29,Karnataka,Mangalore,Tier 1,iPhone 15,256,Purple,5,77262,Authorized Reseller,29,Q1,2023,386310
5451,2022-12-14,Maharashtra,Pune,Tier 3,iPhone 15,128,Midnight,3,75066,Online,34,Q4,2022,225198
5452,2023-05-29,Punjab,Chandigarh,Tier 1,iPhone 15 Pro Max,64,Purple,4,159392,Retail Store,35,Q2,2023,637568
5453,2023-11-21,Rajasthan,Udaipur,Tier 1,iPhone 15 Pro Max,1024,Starlight,1,158190,Online,46,Q4,2023,158190
5454,2023-05-28,Punjab,Chandigarh,Tier 1,iPhone 14,1024,Starlight,2,71121,Authorized Reseller,37,Q2,2023,142242
5455,2022-05-11,West Bengal,Kolkata,Tier 2,iPhone 15 Pro Max,256,Silver,1,157052,Authorized Reseller,7,Q2,2022,157052
5456,2023-08-02,Gujarat,Ahmedabad,Tier 2,iPhone 15 Pro,1024,Blue,5,137520,Authorized Reseller,45,Q3,2023,687600
5457,2023-07-05,Telangana,Warangal,Tier 3,iPhone 13,128,Midnight,4,58472,Online,27,Q3,2023,233888
5458,2023-07-20,Telangana,Warangal,Tier 1,iPhone 14,1024,Purple,4,67556,Online,22,Q3,2023,270224
5459,2022-09-21,Delhi,Gurgaon,Tier 2,iPhone 14 Pro,256,Midnight,4,132531,Online,17,Q3,2022,530124
5460,2022-06-12,Rajasthan,Jodhpur,Tier 2,iPhone 15,64,Starlight,1,76150,Telecom Partner,17,Q2,2022,76150
5461,2022-01-31,Karnataka,Bangalore,Tier 2,iPhone 13,1024,Starlight,4,62060,Authorized Reseller,21,Q1,2022,248240
5462,2023-12-01,Gujarat,Ahmedabad,Tier 2,iPhone 14,256,Green,2,66639,Authorized Reseller,35,Q4,2023,133278
5463,2022-09-21,Delhi,Gurgaon,Tier 2,iPhone 15 Pro,128,Pink,4,132236,Telecom Partner,27,Q3,2022,528944
5464,2023-08-24,Gujarat,Vadodara,Tier 3,iPhone 13 Pro,128,Blue,5,115519,Online,47,Q3,2023,577595
5465,2023-04-30,West Bengal,Siliguri,Tier 2,iPhone 15 Pro,1024,Green,5,131233,Online,42,Q2,2023,656165
5466,2022-08-10,Uttar Pradesh,Lucknow,Tier 2,iPhone 14,256,Green,2,74609,Telecom Partner,37,Q3,2022,149218
5467,2022-05-07,Punjab,Amritsar,Tier 2,iPhone 15 Pro,1024,Silver,2,139850,Authorized Reseller,10,Q2,2022,279700
5468,2022-05-15,Telangana,Warangal,Tier 2,iPhone 13 Pro,1024,Green,3,115999,Retail Store,25,Q2,2022,347997
5469,2022-07-05,Telangana,Warangal,Tier 3,iPhone 15,512,Blue,4,81723,Online,39,Q3,2022,326892
5470,2023-05-23,Telangana,Warangal,Tier 2,iPhone 15 Pro Max,64,Purple,1,162261,Retail Store,1,Q2,2023,162261
5471,2023-04-12,Delhi,Noida,Tier 1,iPhone 15,1024,Green,1,84197,Authorized Reseller,29,Q2,2023,84197
5472,2022-11-29,Punjab,Ludhiana,Tier 2,iPhone 13 Pro,64,Purple,2,123244,Authorized Reseller,44,Q4,2022,246488
5473,2022-06-25,Karnataka,Mysore,Tier 3,iPhone 14,512,Silver,3,73930,Online,42,Q2,2022,221790
5474,2023-05-20,West Bengal,Siliguri,Tier 3,iPhone 13,1024,Purple,2,57282,Retail Store,19,Q2,2023,114564
5475,2023-01-29,Uttar Pradesh,Lucknow,Tier 3,iPhone 15 Pro Max,64,Purple,4,159733,Telecom Partner,10,Q1,2023,638932
5476,2023-11-23,Delhi,Noida,Tier 3,iPhone 14 Pro,512,Silver,2,126851,Retail Store,21,Q4,2023,253702
5477,2023-05-02,Maharashtra,Pune,Tier 3,iPhone 15 Pro,1024,Midnight,2,137071,Online,42,Q2,2023,274142
5478,2022-05-28,Telangana,Warangal,Tier 3,iPhone 15 Pro Max,1024,Green,4,162700,Authorized Reseller,27,Q2,2022,650800
5479,2022-09-07,Rajasthan,Udaipur,Tier 3,iPhone 15 Pro,1024,Green,4,135003,Retail Store,39,Q3,2022,540012
5480,2022-08-07,Punjab,Ludhiana,Tier 3,iPhone 15 Pro Max,512,Blue,5,163582,Authorized Reseller,26,Q3,2022,817910
5481,2023-08-24,Karnataka,Mangalore,Tier 1,iPhone 15 Pro Max,128,Starlight,5,158101,Telecom Partner,7,Q3,2023,790505
5482,2023-09-19,Rajasthan,Jaipur,Tier 2,iPhone 15 Pro Max,1024,Starlight,1,163233,Telecom Partner,7,Q3,2023,163233
5483,2022-05-18,Telangana,Warangal,Tier 1,iPhone 15 Pro Max,1024,Gold,2,162343,Telecom Partner,19,Q2,2022,324686
5484,2023-02-03,Rajasthan,Jaipur,Tier 1,iPhone 13 Pro,256,Gold,4,120950,Online,1,Q1,2023,483800
5485,2022-03-21,Maharashtra,Mumbai,Tier 3,iPhone 13,1024,Pink,4,60754,Retail Store,27,Q1,2022,243016
5486,2022-06-25,Tamil Nadu,Chennai,Tier 1,iPhone 13,1024,Silver,5,55327,Online,21,Q2,2022,276635
5487,2023-09-30,Rajasthan,Jodhpur,Tier 3,iPhone 15 Pro Max,512,Green,2,155659,Retail Store,47,Q3,2023,311318
5488,2023-06-09,Telangana,Hyderabad,Tier 2,iPhone 15 Pro,1024,Pink,2,134928,Retail Store,3,Q2,2023,269856
5489,2022-06-19,Maharashtra,Mumbai,Tier 3,iPhone 13,64,Purple,5,60904,Authorized Reseller,16,Q2,2022,304520
5490,2022-04-09,Telangana,Hyderabad,Tier 3,iPhone 14 Pro,1024,Midnight,4,128906,Telecom Partner,20,Q2,2022,515624
5491,2023-12-01,Uttar Pradesh,Noida,Tier 1,iPhone 15 Pro,128,Purple,2,130457,Telecom Partner,19,Q4,2023,260914
5492,2023-11-28,Rajasthan,Udaipur,Tier 2,iPhone 13,1024,Silver,2,55257,Retail Store,39,Q4,2023,110514
5493,2023-11-15,Rajasthan,Jodhpur,Tier 2,iPhone 14,128,Midnight,3,71490,Retail Store,23,Q4,2023,214470
5494,2022-03-29,Delhi,New Delhi,Tier 3,iPhone 14,256,Blue,4,72569,Authorized Reseller,12,Q1,2022,290276
5495,2022-03-12,Tamil Nadu,Chennai,Tier 2,iPhone 13 Pro,1024,Silver,3,118113,Retail Store,30,Q1,2022,354339
5496,2023-01-14,Gujarat,Vadodara,Tier 3,iPhone 13,64,Green,5,60487,Retail Store,31,Q1,2023,302435
5497,2023-09-21,Telangana,Warangal,Tier 3,iPhone 14 Pro,512,Green,5,125730,Telecom Partner,13,Q3,2023,628650
5498,2023-06-07,West Bengal,Kolkata,Tier 1,iPhone 15 Pro,1024,Silver,2,136119,Authorized Reseller,49,Q2,2023,272238
5499,2023-05-26,Tamil Nadu,Madurai,Tier 1,iPhone 13,256,Blue,2,64422,Authorized Reseller,26,Q2,2023,128844
5500,2022-11-16,Delhi,New Delhi,Tier 3,iPhone 14 Pro,1024,Starlight,1,125824,Authorized Reseller,42,Q4,2022,125824
5501,2022-07-10,Maharashtra,Pune,Tier 2,iPhone 15 Pro,128,Green,3,138614,Retail Store,8,Q3,2022,415842
5502,2023-07-31,Gujarat,Surat,Tier 2,iPhone 15,128,Green,3,79550,Telecom Partner,37,Q3,2023,238650
5503,2023-08-31,Karnataka,Mysore,Tier 3,iPhone 15 Pro,256,Green,1,134604,Online,11,Q3,2023,134604
5504,2022-05-07,Karnataka,Mangalore,Tier 1,iPhone 15 Pro Max,128,Gold,3,155366,Retail Store,34,Q2,2022,466098
5505,2023-06-21,Karnataka,Mangalore,Tier 3,iPhone 14,128,Green,5,71094,Telecom Partner,14,Q2,2023,355470
5506,2023-10-29,Uttar Pradesh,Noida,Tier 3,iPhone 14 Pro,512,Blue,4,128683,Online,14,Q4,2023,514732
5507,2022-03-30,Punjab,Amritsar,Tier 1,iPhone 15 Pro Max,512,Green,4,155153,Authorized Reseller,2,Q1,2022,620612
5508,2023-11-22,Gujarat,Vadodara,Tier 1,iPhone 14,1024,Blue,4,66616,Online,42,Q4,2023,266464
5509,2022-01-25,Delhi,New Delhi,Tier 3,iPhone 14 Pro,64,Purple,4,130204,Telecom Partner,1,Q1,2022,520816
5510,2022-08-30,Uttar Pradesh,Noida,Tier 2,iPhone 13 Pro,128,Green,1,119540,Telecom Partner,6,Q3,2022,119540
5511,2023-02-07,Rajasthan,Jodhpur,Tier 3,iPhone 13 Pro,64,Midnight,3,118546,Online,18,Q1,2023,355638
5512,2023-01-01,Telangana,Hyderabad,Tier 2,iPhone 14 Pro,512,Silver,3,134496,Retail Store,23,Q1,2023,403488
5513,2023-10-11,Delhi,New Delhi,Tier 1,iPhone 14,256,Starlight,3,73014,Online,28,Q4,2023,219042
5514,2022-02-14,Tamil Nadu,Madurai,Tier 3,iPhone 14 Pro,512,Midnight,1,128439,Retail Store,19,Q1,2022,128439
5515,2022-08-21,Telangana,Warangal,Tier 3,iPhone 15 Pro,256,Green,4,131189,Online,43,Q3,2022,524756
5516,2022-08-08,Maharashtra,Nagpur,Tier 2,iPhone 14 Pro,1024,Starlight,4,125655,Telecom Partner,50,Q3,2022,502620
5517,2023-06-06,Delhi,Noida,Tier 1,iPhone 13 Pro,512,Purple,3,117679,Authorized Reseller,16,Q2,2023,353037
5518,2022-12-15,Uttar Pradesh,Noida,Tier 1,iPhone 13 Pro,64,Pink,2,117307,Retail Store,33,Q4,2022,234614
5519,2023-04-19,Rajasthan,Jodhpur,Tier 2,iPhone 13,256,Gold,5,56309,Authorized Reseller,17,Q2,2023,281545
5520,2023-10-22,Gujarat,Surat,Tier 2,iPhone 13,128,Midnight,2,60399,Retail Store,38,Q4,2023,120798
5521,2022-07-02,Gujarat,Ahmedabad,Tier 3,iPhone 15 Pro,256,Blue,1,134717,Retail Store,4,Q3,2022,134717
5522,2022-10-06,Telangana,Hyderabad,Tier 1,iPhone 15 Pro Max,1024,Gold,5,156386,Online,17,Q4,2022,781930
5523,2022-05-24,Telangana,Warangal,Tier 1,iPhone 14,256,Silver,3,72491,Telecom Partner,45,Q2,2022,217473
5524,2023-12-15,Tamil Nadu,Madurai,Tier 2,iPhone 15,128,Purple,1,81148,Online,49,Q4,2023,81148
5525,2022-10-27,Rajasthan,Udaipur,Tier 1,iPhone 15 Pro,128,Green,4,138051,Authorized Reseller,32,Q4,2022,552204
5526,2022-01-23,Karnataka,Mysore,Tier 2,iPhone 13 Pro,512,Midnight,1,120600,Retail Store,36,Q1,2022,120600
5527,2023-11-06,Telangana,Hyderabad,Tier 1,iPhone 15,64,Midnight,4,83686,Retail Store,50,Q4,2023,334744
5528,2022-11-21,Karnataka,Bangalore,Tier 3,iPhone 14 Pro,1024,Purple,2,132175,Online,37,Q4,2022,264350
5529,2023-04-26,Punjab,Chandigarh,Tier 1,iPhone 14 Pro,64,Pink,5,127014,Telecom Partner,37,Q2,2023,635070
5530,2023-07-02,Maharashtra,Nagpur,Tier 3,iPhone 14,512,Gold,4,74379,Telecom Partner,16,Q3,2023,297516
5531,2022-06-21,Karnataka,Mangalore,Tier 2,iPhone 13 Pro,512,Starlight,3,116854,Authorized Reseller,17,Q2,2022,350562
5532,2023-03-26,Delhi,New Delhi,Tier 2,iPhone 13 Pro,512,Purple,1,117043,Retail Store,15,Q1,2023,117043
5533,2022-07-25,Uttar Pradesh,Kanpur,Tier 2,iPhone 14,128,Midnight,5,68372,Telecom Partner,15,Q3,2022,341860
5534,2022-09-08,Delhi,Noida,Tier 1,iPhone 15 Pro Max,256,Green,2,161372,Authorized Reseller,18,Q3,2022,322744
5535,2023-12-12,Delhi,New Delhi,Tier 1,iPhone 15,512,Blue,2,83024,Authorized Reseller,11,Q4,2023,166048
5536,2023-04-28,Maharashtra,Pune,Tier 1,iPhone 13,256,Blue,3,56974,Telecom Partner,39,Q2,2023,170922
5537,2022-03-17,Delhi,Noida,Tier 2,iPhone 15 Pro Max,512,Purple,1,164427,Telecom Partner,50,Q1,2022,164427
5538,2023-08-05,Punjab,Chandigarh,Tier 3,iPhone 14 Pro,512,Pink,3,130142,Telecom Partner,41,Q3,2023,390426
5539,2022-02-20,Gujarat,Surat,Tier 1,iPhone 13,1024,Silver,3,58603,Authorized Reseller,36,Q1,2022,175809
5540,2022-04-13,Gujarat,Vadodara,Tier 3,iPhone 15 Pro Max,1024,Purple,5,157551,Authorized Reseller,20,Q2,2022,787755
5541,2023-05-11,Tamil Nadu,Madurai,Tier 2,iPhone 15 Pro,512,Starlight,5,137387,Telecom Partner,36,Q2,2023,686935
5542,2022-12-05,West Bengal,Siliguri,Tier 1,iPhone 14,1024,Blue,4,67814,Authorized Reseller,42,Q4,2022,271256
5543,2023-11-10,West Bengal,Kolkata,Tier 3,iPhone 14,512,Pink,4,74185,Online,26,Q4,2023,296740
5544,2022-10-23,Karnataka,Mangalore,Tier 2,iPhone 14 Pro,512,Silver,1,132656,Authorized Reseller,2,Q4,2022,132656
5545,2023-05-13,Punjab,Chandigarh,Tier 3,iPhone 15,128,Midnight,5,84370,Telecom Partner,42,Q2,2023,421850
5546,2023-01-14,Punjab,Chandigarh,Tier 3,iPhone 15 Pro Max,256,Green,3,160643,Retail Store,11,Q1,2023,481929
5547,2023-08-05,Karnataka,Mysore,Tier 2,iPhone 15 Pro,256,Starlight,5,136469,Retail Store,9,Q3,2023,682345
5548,2023-07-06,Karnataka,Mysore,Tier 3,iPhone 15 Pro,256,Midnight,2,137218,Authorized Reseller,1,Q3,2023,274436
5549,2022-02-07,West Bengal,Kolkata,Tier 3,iPhone 14,128,Blue,3,70488,Online,50,Q1,2022,211464
5550,2022-01-13,Tamil Nadu,Madurai,Tier 2,iPhone 13,1024,Pink,1,64185,Online,31,Q1,2022,64185
